Date,Btc_Close,Eth_Close,Ltc_Close
2021-05-14,49893.48,4080.51,326.67
2021-05-15,46775.51,3649.54,300.18
2021-05-16,46450.79,3585.62,296.11
2021-05-17,43580.5,3283.32,281.6
2021-05-18,42857.15,3375.96,294.13
2021-05-19,36731.75,2443.91,186.65
2021-05-20,40623.33,2775.07,211.11
2021-05-21,37340.77,2434.86,180.23
2021-05-22,37476.83,2297.19,169.48
2021-05-23,34758.67,2099.58,142.72
2021-05-24,38878.56,2651.24,185.42
2021-05-25,38361.81,2707.56,184.09
2021-05-26,39293.23,2889.84,199.18
2021-05-27,38556.88,2745.51,194.41
2021-05-28,35680.47,2413.81,177.41
2021-05-29,34627.82,2280.72,164.12
2021-05-30,35669.44,2387.66,170.72
2021-05-31,37279.31,2707.12,188.05
2021-06-01,36685.0,2634.42,182.98
2021-06-02,37577.91,2706.64,187.27
2021-06-03,39248.55,2856.68,193.58
2021-06-04,36856.52,2690.68,178.63
2021-06-05,35539.49,2629.75,173.07
2021-06-06,35800.48,2710.97,176.38
2021-06-07,33575.91,2592.47,161.98
2021-06-08,33402.13,2509.11,160.76
2021-06-09,37403.86,2611.27,172.57
2021-06-10,36694.05,2471.59,168.38
2021-06-11,37338.44,2355.27,162.9
2021-06-12,35557.33,2371.49,161.85
2021-06-13,39015.24,2510.23,171.02
2021-06-14,40539.47,2582.86,180.02
2021-06-15,40162.37,2543.58,175.15
2021-06-16,38351.0,2367.73,166.61
2021-06-17,38095.17,2373.33,167.18
2021-06-18,35841.81,2234.47,156.41
2021-06-19,35484.79,2164.72,152.53
2021-06-20,35585.78,2242.9,154.87
2021-06-21,31609.82,1885.67,124.45
2021-06-22,32538.37,1881.65,119.83
2021-06-23,33688.35,1968.37,129.2
2021-06-24,34654.58,1988.81,134.53
2021-06-25,31594.63,1809.07,125.0
2021-06-26,32275.19,1829.17,126.81
2021-06-27,34709.23,1984.71,132.67
2021-06-28,34493.22,2083.79,137.69
2021-06-29,35904.28,2166.18,144.18
2021-06-30,35060.0,2276.72,144.36
2021-07-01,33516.11,2107.01,137.16
